"transect_id","survey_date","Transect_site","site_lat","site_lon","site_habitat","specific_site","length_m","length_validty","visibility_m","visibility_confidence","turn","temp_deg_c","track_name","obs_num","sp_visual_identification","sex","disk_width_cm","width_validity","activity","obs_lat","obs_lon","depth_m","depth_accuracy","water_temp_c","obs_habitat","photo_name","Observation_time","concurring_observation","dive_type","Observation_in_transect"
"43968Gador ShallowNo3.420",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",420,2,7,2,"",NA,"",41,"Dasiyatis pastinaca","F",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517-41 pastica","",NA,"Snorkling+freedives",3
"43968Gador ShallowNo3.420",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",420,2,7,2,"",NA,"",42,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",3
"43968Gador ShallowNo4.210",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",210,2,7,2,"",NA,"",43,"Dasiyatis pastinaca","F-vis preg.",45,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_43 _44","",NA,"Snorkling+freedives",4
"43968Gador ShallowNo4.210",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",210,2,7,2,"",NA,"",44,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_43 _44","",NA,"Snorkling+freedives",4
"43968Gador ShallowNo4.210",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",210,2,7,2,"",NA,"",45,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517-45 pastica","",NA,"Snorkling+freedives",4
"43968Gador ShallowNo4.210",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",210,2,7,2,"",NA,"",46,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","9140001","",NA,"Snorkling+freedives",4
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",47,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_47sp_49_ 48_ pastica","",NA,"Snorkling+freedives",6
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",48,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_47sp_49_ 48_ pastica","",NA,"Snorkling+freedives",6
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",49,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_47sp_49_ 48_ pastica","",NA,"Snorkling+freedives",6
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",50,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","200517_47sp_49_ 48_ pastica","",NA,"Snorkling+freedives",6
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",51,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",6
"43968Gador ShallowNo5.500",2020-05-17,"Gador Reserve",32.41921,34.87021,"","Shahar Transect",500,2,7,2,"",NA,"",52,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",77,"Dasiyatis pastinaca","F-vis preg.",45,3,"hidden in sand",NA,NA,4,2,NA,"sand","DSCN1106","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",78,"Dasiyatis pastinaca","F",45,3,"hidden in sand",NA,NA,4,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",79,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,2,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",80,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,2,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",81,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",82,"Dasiyatis pastinaca","F-vis preg.",40,3,"resting",NA,NA,2.5,2,NA,"rock","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",83,"Himantura uarnak","F",40,3,"resting",NA,NA,3,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",84,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",85,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",86,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4,2,NA,"sand pool","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",87,"Dasiyatis pastinaca","F-vis preg.",35,3,"hidden in sand",NA,NA,3,2,NA,"sand","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo1.607m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",607,1,4.5,1,"",NA,"200602.kml",88,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,2,NA,"sand","","",NA,"Snorkling+freedives",12
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",89,"Dasiyatis pastinaca","F-vis preg.",35,3,"hidden in sand",NA,NA,2.5,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",90,"Dasiyatis pastinaca","F-vis preg.",35,3,"hidden in sand",NA,NA,2.5,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",91,"Dasiyatis pastinaca","F-vis preg.",30,3,"hidden in sand",NA,NA,2,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",92,"Dasiyatis pastinaca","F-vis preg.",30,3,"hidden in sand",NA,NA,2,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",93,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43984Gador ShallowNo2.483m",2020-06-02,"Gador Reserve",32.41921,34.87021,"","Shahar shallow Transect",483,1,4.5,1,"",NA,"200602.kml",94,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,2,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",95,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4,2,NA,"sand","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",96,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4,2,NA,"sand","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",97,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,4.8,1,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",98,"Himantura uarnak","F-vis preg.",80,3,"hidden in sand",NA,NA,4.8,1,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",99,"Himantura uarnak","",40,3,"swimming",NA,NA,4.8,1,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",100,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",101,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo1.313m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S","Secret shallow entry",313,2,2.7,1,"",NA,"200610.kml",102,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",8
"43992Gador ShallowNo2.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",308,2,2.7,1,"",NA,"200610.kml",103,"Dasiyatis pastinaca","",40,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",4
"43992Gador ShallowNo2.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",308,2,2.7,1,"",NA,"200610.kml",104,"Dasiyatis pastinaca","",30,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",4
"43992Gador ShallowNo2.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",308,2,2.7,1,"",NA,"200610.kml",105,"Dasiyatis pastinaca","",30,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",4
"43992Gador ShallowNo2.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",308,2,2.7,1,"",NA,"200610.kml",106,"Dasiyatis pastinaca","",30,3,"hidden in sand",NA,NA,3,1,NA,"sand pool","","",NA,"Snorkling+freedives",4
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",107,"Dasiyatis pastinaca","F",40,3,"swimming",NA,NA,NA,NA,NA,"rock","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",108,"Dasiyatis pastinaca","M",30,3,"social interaction",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",109,"Dasiyatis pastinaca","F",40,3,"swimming",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",110,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",111,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",112,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",113,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",114,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",115,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",116,"Dasiyatis pastinaca","F-vis preg.",35,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",117,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",118,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",119,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",120,"Dasiyatis pastinaca","",25,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43992Gador ShallowNo3.308m",2020-06-10,"Gador Reserve",32.41921,34.87021,"S-R","Shahar shallow Transect",308,2,2.7,1,"E",NA,"200610.kml",121,"Dasiyatis pastinaca","F-vis preg.",40,3,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",15
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",151,"Dasiyatis pastinaca","F-vis preg.",60,2,"hidden in sand",NA,NA,4,1,NA,"sand","gopro8762","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",152,"Dasiyatis pastinaca","F-vis preg.",40,2,"hidden in sand",NA,NA,4,1,NA,"sand","GOPRO8868","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",153,"Dasiyatis pastinaca","F-vis preg.",55,2,"hidden in sand",NA,NA,4,1,NA,"sand","8764","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",154,"Dasiyatis pastinaca","F-vis preg.",40,2,"hidden in sand",NA,NA,4.5,1,NA,"sand","8766/ 8767","",NA,"Snorkling+freedives",12
